"id_unico","nombre","nombre_municipio","distancia_m_linea_electrica","ccaa","provincia"
7296,"Faraján","Faraján","4504.64239624","Andalucía","Málaga"
7329,"Pujerra","Pujerra","1227.16750381","Andalucía","Málaga"
7577,"Fuente Ribera","Moratalla","19396.90743028","Región de Murcia","Murcia"
7999,"Izal/Itzalle","Gallués/Galoze","5385.00222947","Comunidad Foral de Navarra","Navarra"
8078,"Ustés","Navascués/Nabaskoze","192.6650351","Comunidad Foral de Navarra","Navarra"
8177,"Esparza de Salazar/Espartza Zaraitzu","Esparza de Salazar/Espartza Zaraitzu","10312.14101435","Comunidad Foral de Navarra","Navarra"
8212,"Ibilcieta/Ibiltzieta","Sarriés/Sartze","8708.10572879","Comunidad Foral de Navarra","Navarra"
8250,"Lizarraga","Ergoiena","2820.52187573","Comunidad Foral de Navarra","Navarra"
8312,"Unanu","Ergoiena","2581.45860143","Comunidad Foral de Navarra","Navarra"
8376,"Dorrao/Torrano","Ergoiena","3495.50342821","Comunidad Foral de Navarra","Navarra"
8458,"Aspurz","Navascués/Nabaskoze","387.50838897","Comunidad Foral de Navarra","Navarra"
8479,"Castillonuevo","Castillonuevo","6870.00707349","Comunidad Foral de Navarra","Navarra"
8501,"Oronz/Orontze","Oronz/Orontze","11795.99794768","Comunidad Foral de Navarra","Navarra"
8618,"A Silva","Riós","15901.5632477","Galicia","Ourense"
8656,"Espiño","Oímbra","10231.27423373","Galicia","Ourense"
8760,"San Paio","Riós","15062.61164775","Galicia","Ourense"
8813,"A Fraira","Vilardevós","8806.21004384","Galicia","Ourense"
8840,"Sarreaus","Riós","12118.54935015","Galicia","Ourense"
8911,"Naveaus","Laza","13058.23186136","Galicia","Ourense"
8949,"Santa Comba de Baroncelle","Vilardevós","16788.76033552","Galicia","Ourense"
8966,"Herosa","A Gudiña","7631.62457547","Galicia","Ourense"
8997,"Tamicelas","Laza","12736.92371657","Galicia","Ourense"
9018,"O Souto","Riós","12394.38251308","Galicia","Ourense"
9059,"Bustelo","Vilardevós","7140.54064304","Galicia","Ourense"
9107,"Barxa","A Gudiña","9441.48138613","Galicia","Ourense"
9126,"Santa Baia","Riós","12456.75207779","Galicia","Ourense"
9168,"Eiras","Laza","14358.8184894","Galicia","Ourense"
9169,"As Maus","Baltar","5673.76117082","Galicia","Ourense"
9203,"Sanguñedo","Castrelo do Val","15330.90706301","Galicia","Ourense"
9249,"Vilameá","Laza","14292.07270829","Galicia","Ourense"
9318,"As Mercedes","Cualedro","9973.16008345","Galicia","Ourense"
9365,"Retorta","Laza","9577.91058225","Galicia","Ourense"
9424,"Devesa","Vilardevós","6529.47699287","Galicia","Ourense"
9447,"Escuadro","Maceda","5652.19519917","Galicia","Ourense"
9472,"A Veiguiña","Riós","13380.52844547","Galicia","Ourense"
9475,"O Terron","Oímbra","8986.70426912","Galicia","Ourense"
9582,"O Navallo","Laza","15669.59412886","Galicia","Ourense"
9609,"San Pedro de Trasverea","Riós","11209.9700113","Galicia","Ourense"
9614,"Rubiós","Riós","10807.52663363","Galicia","Ourense"
9647,"Hedreira","A Veiga","10818.66758839","Galicia","Ourense"
9659,"Monterrei","Monterrei","1092.82538967","Galicia","Ourense"
9699,"Ribas","Castrelo do Val","8373.73983836","Galicia","Ourense"
9707,"Vilar","Castrelo do Val","11484.48045229","Galicia","Ourense"
9721,"Mirós","Riós","10248.43937928","Galicia","Ourense"
9792,"Ese","Tineo","6030.58690383","Principado de Asturias","Asturias"
9830,"Mañoás","Riós","11539.00046348","Galicia","Ourense"
9846,"Baldriz","Cualedro","8659.0528928","Galicia","Ourense"
9882,"Soutochao","Vilardevós","17201.11089618","Galicia","Ourense"
9894,"Florderrei Vello","Vilardevós","11971.7636529","Galicia","Ourense"
9936,"Enxames","Vilardevós","10454.49733963","Galicia","Ourense"
9958,"Lamasdeite","Vilardevós","15086.73430238","Galicia","Ourense"
10004,"Progo","Riós","12150.4966657","Galicia","Ourense"
10012,"A Trepa","Riós","9733.07650891","Galicia","Ourense"
10032,"Fontefría","Castrelo do Val","12876.47750874","Galicia","Ourense"
10049,"Florderrei","Riós","15353.45044406","Galicia","Ourense"
10078,"Moialde","Vilardevós","15766.10030264","Galicia","Ourense"
10197,"Castrelo do Val","Castrelo do Val","5601.6138557","Galicia","Ourense"
10230,"Rubiás","Calvos de Randín","7511.53491757","Galicia","Ourense"
10259,"Castro de Escuadro","Maceda","6440.08263141","Galicia","Ourense"
10284,"Servoi","Castrelo do Val","10368.8263851","Galicia","Ourense"
10288,"O Tameirón","A Gudiña","4959.16991155","Galicia","Ourense"
10311,"Romariz","Riós","12615.17427027","Galicia","Ourense"
10374,"Cimadevila","Laza","13622.1222759","Galicia","Ourense"
10426,"A Esculqueira","A Mezquita","5813.33964129","Galicia","Ourense"
10431,"Correchouso","Laza","16332.92166227","Galicia","Ourense"
10485,"O Hospital","Vilardevós","6290.61541784","Galicia","Ourense"
10543,"Laza","Laza","12887.3104459","Galicia","Ourense"
10578,"Gondulfes","Castrelo do Val","7070.26285957","Galicia","Ourense"
10597,"Oímbra","Oímbra","4907.19184341","Galicia","Ourense"
10626,"Bousés","Oímbra","10220.61189976","Galicia","Ourense"
10655,"O Santo","Laza","10265.44106299","Galicia","Ourense"
10668,"Soutocovo","Vilardevós","15077.26178563","Galicia","Ourense"
10669,"O Mourisco","Riós","13825.04508496","Galicia","Ourense"
10673,"As Ferreiras","Riós","12947.17728351","Galicia","Ourense"
10723,"Pepín","Castrelo do Val","8167.41797535","Galicia","Ourense"
10747,"Toro","Laza","17184.42398527","Galicia","Ourense"
10760,"O Castro","Laza","14028.85144941","Galicia","Ourense"
10818,"A Trabe","Vilardevós","18035.1901793","Galicia","Ourense"
10874,"San Lourenzo","A Gudiña","11151.04030131","Galicia","Ourense"
10875,"Osoño","Vilardevós","5670.90387412","Galicia","Ourense"
10919,"Barxela","Maceda","5411.75314218","Galicia","Ourense"
10950,"Buso","Ibias","19057.26820919","Principado de Asturias","Asturias"
10962,"Villarcebollín","Ibias","17271.29064188","Principado de Asturias","Asturias"
11023,"Veiga de Nostre","Castrelo do Val","13699.32293743","Galicia","Ourense"
11027,"Rexosende","Vilardevós","16039.03164638","Galicia","Ourense"
11029,"As Casas dos Montes","Oímbra","6885.22554766","Galicia","Ourense"
11052,"Tomonte","Vilardevós","19732.65149657","Galicia","Ourense"
11125,"Pías","Maceda","6486.09841036","Galicia","Ourense"
11190,"Piñeira","Ibias","13932.64174397","Principado de Asturias","Asturias"
11222,"Riegla de Cibea","Cangas del Narcea","11512.60260469","Principado de Asturias","Asturias"
11237,"Villarmeirín","Ibias","13421.17738068","Principado de Asturias","Asturias"
11257,"Torga","Ibias","16392.4655924","Principado de Asturias","Asturias"
11364,"Boiro","Ibias","19515.5733342","Principado de Asturias","Asturias"
11403,"Pradías","Ibias","15831.65659569","Principado de Asturias","Asturias"
11428,"Tarna","Caso","9228.43616619","Principado de Asturias","Asturias"
11802,"Busante","Ibias","17425.12386201","Principado de Asturias","Asturias"
11877,"Villamayor","Ibias","15974.45311037","Principado de Asturias","Asturias"
11905,"Ferreira","Ibias","12563.06421904","Principado de Asturias","Asturias"
11928,"Val.láu","Cangas del Narcea","11859.54302018","Principado de Asturias","Asturias"
22910,"Flechas","Figueruela de Arriba","12672.52178164","Castilla y León","Zamora"
12036,"Cadagayoso","Ibias","17573.55706271","Principado de Asturias","Asturias"
12127,"Cuantas","Ibias","15215.39324004","Principado de Asturias","Asturias"
12607,"Morentán","Ibias","12083.15295206","Principado de Asturias","Asturias"
12622,"Dou","Ibias","13731.78289813","Principado de Asturias","Asturias"
12691,"Valvaler","Ibias","13418.34219831","Principado de Asturias","Asturias"
12731,"Villares de Abajo","Ibias","18224.86723931","Principado de Asturias","Asturias"
12832,"Caldevilla","Ibias","14160.11371961","Principado de Asturias","Asturias"
12912,"Fresno","Ibias","17759.17520345","Principado de Asturias","Asturias"
12938,"Degaña","Degaña","11643.74375677","Principado de Asturias","Asturias"
12965,"Bourres","Tineo","4980.26279128","Principado de Asturias","Asturias"
23216,"Otero de Sariegos","Villafáfila","11431.26787581","Castilla y León","Zamora"
13080,"Cecos","Ibias","16933.99590548","Principado de Asturias","Asturias"
23762,"La Santa","Tinajo","13701.39336092","Canarias","Las Palmas"
23868,"La Costa","Tinajo","11340.9533457","Canarias","Las Palmas"
23913,"Betancuria","Betancuria","6648.01191743","Canarias","Las Palmas"
24011,"Vega de Río Palmas","Betancuria","6976.34144979","Canarias","Las Palmas"
13128,"Omente","Ibias","12940.41235367","Principado de Asturias","Asturias"
24077,"El Cuchillo","Tinajo","11635.93712656","Canarias","Las Palmas"
24422,"La Laguneta","Tinajo","10117.79336464","Canarias","Las Palmas"
13129,"Trescastru","Cangas del Narcea","12269.53712763","Principado de Asturias","Asturias"
13178,"Folgoso","Ibias","13664.46436337","Principado de Asturias","Asturias"
26226,"Arrecife","Riópar","16942.4138323","Castilla-La Mancha","Albacete"
13185,"Bustelo","Ibias","17001.96418267","Principado de Asturias","Asturias"
13202,"Villares de Arriba","Ibias","18685.0266429","Principado de Asturias","Asturias"
13343,"Alguerdo","Ibias","14614.66025858","Principado de Asturias","Asturias"
13408,"Villardecendias","Ibias","12589.64368046","Principado de Asturias","Asturias"
13417,"La Sierra","Ibias","19099.8835428","Principado de Asturias","Asturias"
13420,"Centenales","Ibias","15344.67259685","Principado de Asturias","Asturias"
13484,"Andeo","Ibias","15558.31228736","Principado de Asturias","Asturias"
13577,"Lagueiro","Ibias","16991.04958014","Principado de Asturias","Asturias"
13585,"L.lamera","Cangas del Narcea","12766.4009658","Principado de Asturias","Asturias"
13614,"Taladrid","Ibias","13577.96931106","Principado de Asturias","Asturias"
13679,"San Clemente","Ibias","17476.0734834","Principado de Asturias","Asturias"
13866,"Sonande","Cangas del Narcea","12330.69572354","Principado de Asturias","Asturias"
13904,"Seroiro","Ibias","15116.25447344","Principado de Asturias","Asturias"
13937,"Villarín","Ibias","15041.89212895","Principado de Asturias","Asturias"
14012,"Fondodevilla","Ibias","16371.17783763","Principado de Asturias","Asturias"
14031,"Sorrodiles","Cangas del Narcea","11746.83818006","Principado de Asturias","Asturias"
14128,"Tarilonte de la Peña","Santibáñez de la Peña","699.02716953","Castilla y León","Palencia"
14311,"Los Llazos","La Pernía","580.97790027","Castilla y León","Palencia"
14421,"La Lastra","Triollo","11412.92393256","Castilla y León","Palencia"
14448,"Alba de los Cardaños","Velilla del Río Carrión","10198.51261023","Castilla y León","Palencia"
14531,"Cardaño de Abajo","Velilla del Río Carrión","8073.19008679","Castilla y León","Palencia"
14571,"Cardaño de Arriba","Velilla del Río Carrión","13201.8971677","Castilla y León","Palencia"
14586,"Piedrasluengas","La Pernía","455.01139172","Castilla y León","Palencia"
14591,"Velilla de la Peña","Santibáñez de la Peña","1848.77015325","Castilla y León","Palencia"
14604,"Lebanza","La Pernía","3120.00856666","Castilla y León","Palencia"
14667,"Tremaya","La Pernía","1956.35221214","Castilla y León","Palencia"
14675,"El Campo","La Pernía","1624.37048528","Castilla y León","Palencia"
14686,"Villarrabé","Villarrabé","2642.73198867","Castilla y León","Palencia"
14840,"Villaverde de la Peña","Santibáñez de la Peña","1769.55495039","Castilla y León","Palencia"
15593,"Las Ilces","Camaleño","15775.49340483","Cantabria","Cantabria"
15642,"El Castillo de las Guardas","El Castillo de las Guardas","0","Andalucía","Sevilla"
15648,"Urbanización la Zarzuela","Castilblanco de los Arroyos","4149.49057578","Andalucía","Sevilla"
15787,"Villar de Olmos","Requena","10192.84119012","Comunitat Valenciana","València-Valencia"
16487,"El Pobo","El Pobo","13785.1173706","Aragón","Teruel"
16489,"Ababuj","Ababuj","14977.54032603","Aragón","Teruel"
16493,"Mosqueruela","Mosqueruela","17890.24730998","Aragón","Teruel"
16512,"Cosa","Cosa","7754.49108355","Aragón","Teruel"
16688,"La Alamedilla","La Alamedilla","16436.37142969","Castilla y León","Salamanca"
16928,"Salvatierra de Esca","Salvatierra de Esca","5622.878481","Aragón","Zaragoza"
16959,"Asín","Asín","15925.28005039","Aragón","Zaragoza"
16997,"Vega del Castillo","Espadañedo","13226.92390805","Castilla y León","Zamora"
17440,"Armenteros","Armenteros","5123.16244782","Castilla y León","Salamanca"
17452,"Castillejo de Dos Casas","Aldea del Obispo","9987.23833147","Castilla y León","Salamanca"
17474,"Villar de la Yegua","Villar de la Yegua","4495.54199977","Castilla y León","Salamanca"
17497,"El Maíllo","El Maíllo","12883.17676563","Castilla y León","Salamanca"
17531,"Alaraz","Alaraz","14255.10221779","Castilla y León","Salamanca"
17540,"Casillas de Flores","Casillas de Flores","15117.84124842","Castilla y León","Salamanca"
17561,"San Esteban de la Sierra","San Esteban de la Sierra","8620.98902484","Castilla y León","Salamanca"
17657,"Barquilla","Villar de la Yegua","6577.16190148","Castilla y León","Salamanca"
17667,"Espeja","Espeja","2264.05864581","Castilla y León","Salamanca"
17704,"Peñaparda","Peñaparda","11997.32601215","Castilla y León","Salamanca"
17706,"El Tornadizo","El Tornadizo","7221.74804418","Castilla y León","Salamanca"
18197,"Brez","Camaleño","10147.51283198","Cantabria","Cantabria"
18216,"Riofrío de Riaza","Riofrío de Riaza","14567.65845311","Castilla y León","Segovia"
18436,"Pembes","Camaleño","13748.02518307","Cantabria","Cantabria"
18467,"Villafranca de los Caballeros","Villafranca de los Caballeros","74.7333919","Castilla-La Mancha","Toledo"
18497,"La Pinilla","Cerezo de Arriba","10479.20639302","Castilla y León","Segovia"
18535,"Tanarrio","Camaleño","10718.9325623","Cantabria","Cantabria"
18606,"Fuente Dé","Camaleño","12581.26445153","Cantabria","Cantabria"
18935,"Torrecilla","Condado de Castilnovo","2229.84883131","Castilla y León","Segovia"
18938,"Los Cortos","Duruelo","449.96647894","Castilla y León","Segovia"
18944,"Castiltierra","Fresno de Cantespino","10016.78213647","Castilla y León","Segovia"
18949,"Barahona de Fresno","Riaza","5689.06773592","Castilla y León","Segovia"
18978,"Tanarro","Sepúlveda","1012.46277187","Castilla y León","Segovia"
18979,"Gomeznarro","Fresno de Cantespino","13547.3468151","Castilla y León","Segovia"
18990,"Las Casas Altas","Ventosilla y Tejadilla","3361.29464963","Castilla y León","Segovia"
18999,"Perorrubio","Sepúlveda","1576.63134035","Castilla y León","Segovia"
19010,"Santa Marta del Cerro","Santa Marta del Cerro","0","Castilla y León","Segovia"
19019,"El Olmo","Barbolla","1550.1357799","Castilla y León","Segovia"
19038,"Siguero","Santo Tomé del Puerto","321.68985268","Castilla y León","Segovia"
19042,"La Rades","Santo Tomé del Puerto","450.60398786","Castilla y León","Segovia"
19050,"La Nava","Condado de Castilnovo","2011.95866555","Castilla y León","Segovia"
19063,"Alquité","Riaza","19573.58535953","Castilla y León","Segovia"
19073,"La Fuente","Valleruela de Sepúlveda","6114.8486392","Castilla y León","Segovia"
19105,"Vellosillo","Sepúlveda","1266.63445901","Castilla y León","Segovia"
19165,"Aldeanueva del Monte","Riaza","7500.60850564","Castilla y León","Segovia"
19199,"Sigueruelo","Santo Tomé del Puerto","1926.95417509","Castilla y León","Segovia"
19236,"Ventosilla","Ventosilla y Tejadilla","4235.34661302","Castilla y León","Segovia"
19237,"Valleruela de Pedraza","Valleruela de Pedraza","7428.04305963","Castilla y León","Segovia"
19240,"Tejadilla","Ventosilla y Tejadilla","4018.08635034","Castilla y León","Segovia"
19241,"Mansilla","Cerezo de Abajo","1663.58380203","Castilla y León","Segovia"
19246,"Castillejo de Mesleón","Castillejo de Mesleón","6248.52582547","Castilla y León","Segovia"
19259,"Soto de Sepúlveda","Castillejo de Mesleón","7971.45084892","Castilla y León","Segovia"
19274,"Berzal","Valleruela de Pedraza","7481.3925687","Castilla y León","Segovia"
19291,"Pajarejos","Pajarejos","6501.60227758","Castilla y León","Segovia"
19388,"Juan Antón","El Madroño","34.41440718","Andalucía","Sevilla"
19431,"El Álamo","El Madroño","559.14654056","Andalucía","Sevilla"
19458,"Minas del Castillo de las Guardas","El Castillo de las Guardas","5.99563881","Andalucía","Sevilla"
19526,"Villargordo","El Madroño","1033.19288333","Andalucía","Sevilla"
26238,"La Tobica","Yeste","9702.21871103","Castilla-La Mancha","Albacete"
19550,"El Peralejo","El Castillo de las Guardas","2111.59285809","Andalucía","Sevilla"
19612,"Juan Gallego","El Madroño","250.27462034","Andalucía","Sevilla"
19707,"Torreblacos","Torreblacos","934.41013407","Castilla y León","Soria"
19722,"La Muela","Golmayo","43.59497117","Castilla y León","Soria"
19723,"La Barbolla","Quintana Redonda","24.32659092","Castilla y León","Soria"
26357,"Los Alejos","Molinicos","12240.47996432","Castilla-La Mancha","Albacete"
19773,"Fuentepinilla","Fuentepinilla","3913.07342731","Castilla y León","Soria"
26388,"Cueva Ahumada","Villaverde de Guadalimar","17229.01067512","Castilla-La Mancha","Albacete"
19779,"La Seca","Quintana Redonda","5070.99104467","Castilla y León","Soria"
19786,"Nafría la Llana","Golmayo","123.16464072","Castilla y León","Soria"
19801,"Ventosa de Fuentepinilla","Quintana Redonda","2378.23038343","Castilla y León","Soria"
19829,"Blacos","Blacos","1376.72951231","Castilla y León","Soria"
19835,"Fuentecantales","Talveila","3285.26213363","Castilla y León","Soria"
19850,"Cascajosa","Tardelcuende","7441.31609091","Castilla y León","Soria"
19917,"Venta Nueva","Calatañazor","136.09663553","Castilla y León","Soria"
19939,"Quintanilla de Nuño Pedro","Espeja de San Marcelino","12191.41095361","Castilla y León","Soria"
19990,"Fuentelárbol","Quintana Redonda","89.2157662","Castilla y León","Soria"
20021,"Alcoba de la Torre","Alcubilla de Avellaneda","12031.11072431","Castilla y León","Soria"
20051,"Fuen Vich","Requena","814.51728845","Comunitat Valenciana","València-Valencia"
20055,"Calatañazor","Calatañazor","1086.5191086","Castilla y León","Soria"
20132,"Reznos","Reznos","15695.33049742","Castilla y León","Soria"
20144,"Torlengua","Torlengua","4091.34542381","Castilla y León","Soria"
20150,"Aylagas","Valdemaluque","3909.63531245","Castilla y León","Soria"
20155,"Fuentelaldea","Quintana Redonda","0","Castilla y León","Soria"
20172,"Osona","Fuentepinilla","4911.7620532","Castilla y León","Soria"
20183,"Torreandaluz","Valderrodilla","5011.06886811","Castilla y León","Soria"
20219,"Miñana","Deza","12108.65759455","Castilla y León","Soria"
20237,"Abioncillo de Calatañazor","Calatañazor","702.16750576","Castilla y León","Soria"
20254,"La Hinojosa","Espeja de San Marcelino","8186.00998637","Castilla y León","Soria"
20286,"Nódalo","Golmayo","1272.6999119","Castilla y León","Soria"
20309,"Aldehuela de Calatañazor","Calatañazor","896.09311568","Castilla y León","Soria"
20435,"Can Ferrer de la Cogullada","El Montmell","4404.0471566","Cataluña-Catalunya","Tarragona"
20528,"Aiguaviva","El Montmell","2046.35845654","Cataluña-Catalunya","Tarragona"
20547,"el Pla de Manlleu","Aiguamúrcia","332.63590053","Cataluña-Catalunya","Tarragona"
20766,"Albarca","Cornudella de Montsant","1609.2013596","Cataluña-Catalunya","Tarragona"
21016,"Las Alhambras","Manzanera","19105.54771159","Aragón","Teruel"
21032,"Visiedo","Visiedo","10050.24812666","Aragón","Teruel"
21041,"Torre los Negros","Torre los Negros","5725.00796812","Aragón","Teruel"
21051,"Lidón","Lidón","13545.36291667","Aragón","Teruel"
21056,"Alfambra","Alfambra","130.99659758","Aragón","Teruel"
21067,"Argente","Argente","10687.18824803","Aragón","Teruel"
21125,"Castelvispal","Linares de Mora","19165.92502627","Aragón","Teruel"
21153,"Valdecuenca","Valdecuenca","19590.05990347","Aragón","Teruel"
21212,"Hontanar","Hontanar","99999","Castilla-La Mancha","Toledo"
21346,"Navaltoril","Robledo del Mazo","7934.91123343","Castilla-La Mancha","Toledo"
21354,"Robledillo","Robledo del Mazo","4212.77022729","Castilla-La Mancha","Toledo"
21458,"Piedraescrita","Robledo del Mazo","11800.8757469","Castilla-La Mancha","Toledo"
21569,"Penén de Albosa","Requena","8387.5720812","Comunitat Valenciana","València-Valencia"
21603,"Los Sardineros","Requena","11075.03278416","Comunitat Valenciana","València-Valencia"
21994,"La Cañada","Requena","11021.89037885","Comunitat Valenciana","València-Valencia"
22158,"Quintanilla del Molar","Quintanilla del Molar","4351.57226694","Castilla y León","Valladolid"
22213,"Melgar de Abajo","Melgar de Abajo","8094.26483743","Castilla y León","Valladolid"
22283,"Monasterio de Vega","Monasterio de Vega","4588.76638821","Castilla y León","Valladolid"
22389,"Cogeces del Monte","Cogeces del Monte","0","Castilla y León","Valladolid"
22427,"Roales de Campos","Roales de Campos","2251.91881563","Castilla y León","Valladolid"
22830,"Riomanzanas","Figueruela de Arriba","14674.33359253","Castilla y León","Zamora"
22841,"Palazuelo de las Cuevas","San Vicente de la Cabeza","15987.22554002","Castilla y León","Zamora"
22882,"Rihonor de Castilla","Pedralba de la Pradería","8124.74353155","Castilla y León","Zamora"
22927,"Villarino de Manzanas","Figueruela de Arriba","15700.25205527","Castilla y León","Zamora"
22956,"Gramedo","Muelas de los Caballeros","7893.8407846","Castilla y León","Zamora"
22962,"Arcillera","Fonfría","13260.35931246","Castilla y León","Zamora"
23095,"Faramontanos de la Sierra","Espadañedo","9978.43116718","Castilla y León","Zamora"
23119,"Tolilla","Gallegos del Río","10542.88710736","Castilla y León","Zamora"
23245,"San Pedro de las Herrerías","Mahide","12137.72544831","Castilla y León","Zamora"
23252,"Ufones","Rabanales","17423.52398433","Castilla y León","Zamora"
23268,"Villalengua","Villalengua","559.58376046","Aragón","Zaragoza"
23274,"Asso-Veral","Sigüés","828.82885114","Aragón","Zaragoza"
23285,"Undués-Pintano","Los Pintanos","7327.74413437","Aragón","Zaragoza"
23305,"Bagüés","Bagüés","6620.52318214","Aragón","Zaragoza"
23319,"Sigüés","Sigüés","1400.60133381","Aragón","Zaragoza"
23337,"Castejón de Alarba","Castejón de Alarba","11581.01156697","Aragón","Zaragoza"
23349,"Malpica de Arba","Biota","11796.82619603","Aragón","Zaragoza"
23410,"Longás","Longás","13078.76524169","Aragón","Zaragoza"
23429,"Lorbés","Salvatierra de Esca","7581.62792656","Aragón","Zaragoza"
23431,"Torralba de los Frailes","Torralba de los Frailes","18499.35414066","Aragón","Zaragoza"
23452,"Farasdués","Ejea de los Caballeros","8953.79308507","Aragón","Zaragoza"
23498,"Gallocanta","Gallocanta","16335.67215014","Aragón","Zaragoza"
23500,"Used","Used","14663.59888514","Aragón","Zaragoza"
23511,"Fuencalderas","Biel","11961.54483403","Aragón","Zaragoza"
23564,"Aladrén","Aladrén","8770.85705129","Aragón","Zaragoza"
23576,"Atea","Atea","8398.73537368","Aragón","Zaragoza"
23586,"Artieda","Artieda","2713.31367798","Aragón","Zaragoza"
25041,"Lepe","Agulo","5022.35234621","Canarias","Santa Cruz de Tenerife"
25424,"Capilla","Capilla","5292.90632213","Extremadura","Badajoz"
25455,"Vegas de Coria","Nuñomoral","10499.87829442","Extremadura","Cáceres"
25456,"Torrecilla de los Ángeles","Torrecilla de los Ángeles","902.55096396","Extremadura","Cáceres"
25458,"Castillo","Pinofranqueado","8102.87040423","Extremadura","Cáceres"
25738,"La Guarda","Campanario","1201.22143174","Extremadura","Badajoz"
26002,"Arluzea","Bernedo","16404.14187646","País Vasco-Euskadi","Araba-Álava"
26028,"Urarte","Bernedo","15856.41023038","País Vasco-Euskadi","Araba-Álava"
26159,"Rubiales","Higuera de Llerena","4476.64191668","Extremadura","Badajoz"
26508,"La Molata","Nerpio","8382.75318736","Castilla-La Mancha","Albacete"
26190,"Fuente de la Carrasca","Nerpio","19754.25066938","Castilla-La Mancha","Albacete"
26212,"Cañadas","Nerpio","15085.22388051","Castilla-La Mancha","Albacete"
26216,"Venta del Tabaquero","Villaverde de Guadalimar","17478.98291417","Castilla-La Mancha","Albacete"
26219,"El Laminador","Riópar","16210.22124474","Castilla-La Mancha","Albacete"
26222,"Las Ánimas","Molinicos","12707.13364418","Castilla-La Mancha","Albacete"
26223,"Los Chovales","Molinicos","16421.3123552","Castilla-La Mancha","Albacete"
26248,"Los Chorretites de Abajo","Nerpio","12986.65464816","Castilla-La Mancha","Albacete"
26265,"Bojadillas","Nerpio","17802.11445275","Castilla-La Mancha","Albacete"
26269,"Casas del Río","Yeste","0","Castilla-La Mancha","Albacete"
26271,"Potiche","Bogarra","12397.71545486","Castilla-La Mancha","Albacete"
26275,"Las Torres","Yeste","957.46456921","Castilla-La Mancha","Albacete"
26291,"Los Giles","Yeste","9688.83241049","Castilla-La Mancha","Albacete"
26305,"Pedazuelo","Yeste","10511.89519446","Castilla-La Mancha","Albacete"
27521,"Fuente Jerónimo","Oria","12315.69109601","Andalucía","Almería"
26309,"Villar de Tus","Yeste","8715.96250981","Castilla-La Mancha","Albacete"
26326,"Casas de la Cuesta","Yeste","349.09801903","Castilla-La Mancha","Albacete"
26338,"Yeguarizas","Bogarra","17213.02137754","Castilla-La Mancha","Albacete"
26353,"Los Prados","Yeste","5528.13916591","Castilla-La Mancha","Albacete"
26360,"Collado Carrascas","Yeste","4917.20043123","Castilla-La Mancha","Albacete"
26365,"Casa de las Tablas","Riópar","19118.21378168","Castilla-La Mancha","Albacete"
26366,"Quebradas","Yeste","10393.73250986","Castilla-La Mancha","Albacete"
27713,"Los Gázquez","Oria","12583.62269681","Andalucía","Almería"
26373,"La Ermita","Yeste","900.55318152","Castilla-La Mancha","Albacete"
28512,"Navaquesera","Navaquesera","7031.97660876","Castilla y León","Ávila"
28563,"Campillo de Llerena","Campillo de Llerena","135.47498084","Extremadura","Badajoz"
28565,"Berlanga","Berlanga","1642.83367981","Extremadura","Badajoz"
28569,"Valencia de las Torres","Valencia de las Torres","11019.18708979","Extremadura","Badajoz"
28593,"Puebla de la Reina","Puebla de la Reina","17715.35147336","Extremadura","Badajoz"
28610,"Cabeza la Vaca","Cabeza la Vaca","15416.4282586","Extremadura","Badajoz"
28611,"Zarza-Capilla","Zarza-Capilla","10827.30489618","Extremadura","Badajoz"
26399,"La Casica","Yeste","11123.48233955","Castilla-La Mancha","Albacete"
26400,"Los Gallegos","Yeste","311.62265469","Castilla-La Mancha","Albacete"
26569,"Parideras","Vianos","99999","Castilla-La Mancha","Albacete"
26419,"La Moheda","Yeste","7483.62227811","Castilla-La Mancha","Albacete"
26426,"Vado de Tus","Yeste","8004.8350266","Castilla-La Mancha","Albacete"
26447,"Casa de la Noguera","Riópar","16321.56733259","Castilla-La Mancha","Albacete"
30679,"Masía de la Cimorreta","Villahermosa del Río","10732.23868424","Comunitat Valenciana","Castelló-Castellón"
26454,"Mesones","Molinicos","13324.76346715","Castilla-La Mancha","Albacete"
26460,"Paúles de Arriba","Yeste","1542.27100426","Castilla-La Mancha","Albacete"
26469,"La Dehesa","Riópar","19931.96549824","Castilla-La Mancha","Albacete"
26470,"Churritales","Yeste","1215.3528303","Castilla-La Mancha","Albacete"
26483,"Collado Tornero","Yeste","7959.21134951","Castilla-La Mancha","Albacete"
26487,"Los Vizcaínos","Bogarra","12804.38455751","Castilla-La Mancha","Albacete"
26504,"Casa Blanca","Letur","14327.50266907","Castilla-La Mancha","Albacete"
26520,"Tejeruela","Yeste","7079.05605866","Castilla-La Mancha","Albacete"
36397,"San Martiño","Frades","268.21052854","Galicia","A Coruña"
26525,"La Alfera","Molinicos","12992.44464979","Castilla-La Mancha","Albacete"
26548,"Tus","Yeste","11629.2773098","Castilla-La Mancha","Albacete"
26559,"Fuente la Sabina","Letur","15032.24046052","Castilla-La Mancha","Albacete"
36843,"Huete","Huete","0","Castilla-La Mancha","Cuenca"
36844,"Villar de la Encina","Villar de la Encina","9842.09038353","Castilla-La Mancha","Cuenca"
26567,"Casas del Alto","Yeste","8037.24126229","Castilla-La Mancha","Albacete"
26619,"El Carrascal","Yeste","10469.93363335","Castilla-La Mancha","Albacete"
