"municipio","provincia","ccaa","var_pob_2014_2023","num_infra_nuevas"
"Escatrón","Zaragoza","Aragón","5.480682839173411","80"
"Zaragoza","Zaragoza","Aragón","2.470505571586860","57"
"Madrid","Madrid","Comunidad de Madrid","5.269750903171491","38"
"Lorca","Murcia","Región de Murcia","7.288658333242519","35"
"Jumilla","Murcia","Región de Murcia","5.134243994347620","34"
"Albacete","Albacete","Castilla-La Mancha","0.416843008458608","29"
"Sargentes de la Lora","Burgos","Castilla y León","-4.477611940298510","27"
"Burgos","Burgos","Castilla y León","-1.870331203312030","25"
"Tabernas","Almería","Andalucía","10.586944596818400","23"
"Puertollano","Ciudad Real","Castilla-La Mancha","-10.830303509326599","22"
"Murcia","Murcia","Región de Murcia","6.700977003129320","20"
"Moratalla","Murcia","Región de Murcia","-7.677333008881860","18"
"Arico","Santa Cruz de Tenerife","Canarias","17.601043024771798","18"
"Chinchilla de Monte-Aragón","Albacete","Castilla-La Mancha","11.368626494266902","18"
"Alhama de Murcia","Murcia","Región de Murcia","9.306038125645598","17"
"Huelva","Huelva","Andalucía","-3.179088661250440","16"
"Tudela","Navarra","Comunidad Foral de Navarra","7.783355199361130","16"
"Cartagena","Murcia","Región de Murcia","0.738735325778121","16"
"Buenavista del Norte","Santa Cruz de Tenerife","Canarias","-3.562653562653560","14"
"Muras","Lugo","Galicia","-13.793103448275902","13"
"Cieza","Murcia","Región de Murcia","0.633127994524298","13"
"La Roda","Albacete","Castilla-La Mancha","-2.734839476813320","13"
"Cáceres","Cáceres","Extremadura","0.375567263053571","13"
"Medina del Campo","Valladolid","Castilla y León","-5.565478988436590","13"
"Almochuel","Zaragoza","Aragón","-42.857142857142904","13"
"Yecla","Murcia","Región de Murcia","4.075593319660119","13"
"La Muela","Zaragoza","Aragón","29.668552950687101","13"
"Toro","Zamora","Castilla y León","-10.274046211714101","13"
"El Bonillo","Albacete","Castilla-La Mancha","-10.317997293640099","13"
"As Pontes de García Rodríguez","A Coruña","Galicia","-7.212713936430319","12"
"Palos de la Frontera","Huelva","Andalucía","20.386018820818101","12"
"Juneda","Lleida","Cataluña-Catalunya","-0.543322848155562","11"
"Olmedilla de Alarcón","Cuenca","Castilla-La Mancha","-18.404907975460098","11"
"Barcelona","Barcelona","Cataluña-Catalunya","3.603126837104170","11"
"Los Silos","Santa Cruz de Tenerife","Canarias","-1.015443198646080","10"
"Almansa","Albacete","Castilla-La Mancha","-2.965153452685420","10"
"Fuentes de Valdepero","Palencia","Castilla y León","22.081218274111702","10"
"Ponferrada","León","Castilla y León","-6.537325396707590","10"
"Logroño","La Rioja","La Rioja","-0.907463708032271","10"
"Lena","Asturias","Principado de Asturias","-13.699891204284901","10"
"Abadín","Lugo","Galicia","-16.742252456538196","10"
"Ampudia","Palencia","Castilla y León","-7.680250783699060","10"
"Dumbría","A Coruña","Galicia","-8.957602805227930","9"
"Getafe","Madrid","Comunidad de Madrid","7.420676424530651","9"
"Segovia","Segovia","Castilla y León","-4.222681186631619","9"
"Fustiñana","Navarra","Comunidad Foral de Navarra","-2.808544303797470","9"
"La Gineta","Albacete","Castilla-La Mancha","5.070422535211270","9"
"Fuenmayor","La Rioja","La Rioja","3.263624841571610","9"
"Mazaricos","A Coruña","Galicia","-12.870132898111400","9"
"Fontiveros","Ávila","Castilla y León","-10.275689223057601","9"
"Gijón","Asturias","Principado de Asturias","-2.691714871162529","9"
"Zuera","Zaragoza","Aragón","12.076982691810899","9"
"Valladolid","Valladolid","Castilla y León","-3.054134211126680","9"
"Sangüesa/Zangoza","Navarra","Comunidad Foral de Navarra","-5.198897203623470","9"
"Medinaceli","Soria","Castilla y León","-11.473272490221602","9"
"Almodóvar del Campo","Ciudad Real","Castilla-La Mancha","-12.063202673959301","9"
"Alcázar de San Juan","Ciudad Real","Castilla-La Mancha","-2.281200631911530","9"
"Totana","Murcia","Región de Murcia","8.086341256643522","9"
"Coreses","Zamora","Castilla y León","-3.086997193638910","8"
"San Bartolomé de Tirajana","Las Palmas","Canarias","-0.855140960332493","8"
"Benahadux","Almería","Andalucía","10.023696682464500","8"
"Palencia","Palencia","Castilla y León","-4.798074284716510","8"
"Puebla de Guzmán","Huelva","Andalucía","0.451467268623025","8"
"Talavera de la Reina","Toledo","Castilla-La Mancha","-3.044515378144480","8"
"Vandellòs i l'Hospitalet de l'Infant","Tarragona","Cataluña-Catalunya","15.495286919133500","8"
"Mazarrón","Murcia","Región de Murcia","5.330399168653341","8"
"Lubián","Zamora","Castilla y León","-10.526315789473699","8"
"Caudete","Albacete","Castilla-La Mancha","-1.437730716922480","8"
"Palma","Illes Balears","Illes Balears","6.078031937418101","8"
"Ejea de los Caballeros","Zaragoza","Aragón","1.570835803200950","8"
"Granadilla de Abona","Santa Cruz de Tenerife","Canarias","26.434242319641001","8"
"El Almendro","Huelva","Andalucía","0.236406619385343","8"
"Langa","Ávila","Castilla y León","-16.349809885931599","8"
"Ortigueira","A Coruña","Galicia","-8.671002167750538","8"
"Dueñas","Palencia","Castilla y León","-5.735027223230491","8"
"Ayamonte","Huelva","Andalucía","9.928897917724729","8"
"Leganés","Madrid","Comunidad de Madrid","2.125915927497110","8"
"Garcihernández","Salamanca","Castilla y León","-16.232464929859699","8"
"Pina de Ebro","Zaragoza","Aragón","-4.324113751460850","8"
"Vilalba","Lugo","Galicia","-6.207736002163919","8"
"Pamplona/Iruña","Navarra","Comunidad Foral de Navarra","4.891775333136220","8"
"Mota del Marqués","Valladolid","Castilla y León","-16.243654822334999","7"
"Pinto","Madrid","Comunidad de Madrid","15.997814850611398","7"
"Mula","Murcia","Región de Murcia","2.198965192850420","7"
"Abanilla","Murcia","Región de Murcia","-3.403263403263400","7"
"Cabanillas","Navarra","Comunidad Foral de Navarra","-3.498950314905530","7"
"Ciudad Real","Ciudad Real","Castilla-La Mancha","0.457577374599787","7"
"Burgo de Osma-Ciudad de Osma","Soria","Castilla y León","0.252280225111585","7"
"Cuenca","Cuenca","Castilla-La Mancha","-3.993684739316090","7"
"Hellín","Albacete","Castilla-La Mancha","-1.121119823731450","7"
"Tortosa","Tarragona","Cataluña-Catalunya","2.083578922550980","7"
"Tineo","Asturias","Principado de Asturias","-14.942859886680100","7"
"Casatejada","Cáceres","Extremadura","-5.489923558026411","7"
"Socuéllamos","Ciudad Real","Castilla-La Mancha","-8.801624915368990","7"
"O Valadouro","Lugo","Galicia","-8.651522474625420","7"
"Bonete","Albacete","Castilla-La Mancha","-15.298184961106301","7"
"Pedrola","Zaragoza","Aragón","1.242407509663170","7"
"Calasparra","Murcia","Región de Murcia","-3.476774009689370","7"
"Chiprana","Zaragoza","Aragón","3.307392996108950","7"
"Avilés","Asturias","Principado de Asturias","-7.520297823877340","7"
"Velilla del Río Carrión","Palencia","Castilla y León","-20.320111343075901","7"
"Azkoitia","Gipuzkoa","País Vasco-Euskadi","1.358885017421600","7"
"Higueruela","Albacete","Castilla-La Mancha","-9.897879025923020","7"
"Cedeira","A Coruña","Galicia","-8.646984748845670","7"
"Muel","Zaragoza","Aragón","5.454545454545451","7"
"Villarrubia de Santiago","Toledo","Castilla-La Mancha","-6.664212076583210","7"
"Peñas de San Pedro","Albacete","Castilla-La Mancha","2.989323843416370","7"
"Alcorcón","Madrid","Comunidad de Madrid","0.843039639301146","7"
"As Somozas","A Coruña","Galicia","-11.808422791081700","7"
"Manzanares","Ciudad Real","Castilla-La Mancha","-6.298879729444089","7"
"Lezuza","Albacete","Castilla-La Mancha","-14.162234042553200","7"
"Serón","Almería","Andalucía","-5.094679891794410","7"
"Tordesillas","Valladolid","Castilla y León","-3.254207065641370","7"
"Pozohondo","Albacete","Castilla-La Mancha","-9.982588508415551","7"
"La Granadella","Lleida","Cataluña-Catalunya","4.895104895104899","7"
"Madrigal de las Altas Torres","Ávila","Castilla y León","-13.341968911917100","6"
"Güeñes","Bizkaia","País Vasco-Euskadi","3.136954858454480","6"
"Santa Lucía de Tirajana","Las Palmas","Canarias","10.406454248366000","6"
"Munera","Albacete","Castilla-La Mancha","-7.313757476889609","6"
"Malagón","Ciudad Real","Castilla-La Mancha","-8.158425234198981","6"
"Bilbao","Bizkaia","País Vasco-Euskadi","-0.137921482857918","6"
"Vila-sana","Lleida","Cataluña-Catalunya","8.498583569405099","6"
"Tauste","Zaragoza","Aragón","-2.831933968976800","6"
"Torre del Bierzo","León","Castilla y León","-13.860544217687099","6"
"Calatayud","Zaragoza","Aragón","-4.748765611385420","6"
"Mieres","Asturias","Principado de Asturias","-11.747494696803500","6"
"Alpera","Albacete","Castilla-La Mancha","-3.816793893129770","6"
"Villarrobledo","Albacete","Castilla-La Mancha","-4.655740186986641","6"
"Pereruela","Zamora","Castilla y León","-17.320261437908499","6"
"León","León","Castilla y León","-6.383586386828350","6"
"El Granado","Huelva","Andalucía","-10.592459605026900","6"
"Daimiel","Ciudad Real","Castilla-La Mancha","-5.459323215530650","6"
"Madridejos","Toledo","Castilla-La Mancha","-7.301731996353690","6"
"Donostia/San Sebastián","Gipuzkoa","País Vasco-Euskadi","1.406036770789680","6"
"Vilalba dels Arcs","Tarragona","Cataluña-Catalunya","-9.237536656891500","6"
"Torrelavega","Cantabria","Cantabria","-5.231013358919479","6"
"Alosno","Huelva","Andalucía","-3.217158176943700","6"
"Las Palmas de Gran Canaria","Las Palmas","Canarias","-1.113311342644060","6"
"Puente la Reina/Gares","Navarra","Comunidad Foral de Navarra","4.694167852062590","6"
"Belchite","Zaragoza","Aragón","-3.713027061044680","6"
"Anguiano","La Rioja","La Rioja","-8.440366972477070","6"
"Cizur","Navarra","Comunidad Foral de Navarra","2.502634351949420","6"
"Caravaca de la Cruz","Murcia","Región de Murcia","-1.993911719939120","6"
"Móstoles","Madrid","Comunidad de Madrid","2.699404993388820","6"
"Jaca","Huesca","Aragón","3.803063790869600","6"
"Almería","Almería","Andalucía","3.737761894171740","6"
"Magaz de Pisuerga","Palencia","Castilla y León","-3.068072866730580","6"
"Aldeadávila de la Ribera","Salamanca","Castilla y León","-12.189440993788798","6"
"Plasencia","Cáceres","Extremadura","-3.619289836642860","6"
"Sabiñánigo","Huesca","Aragón","-4.654457148639080","6"
"Pitiegua","Salamanca","Castilla y León","-13.106796116504899","6"
"Almatret","Lleida","Cataluña-Catalunya","-7.807807807807810","6"
"Viana","Navarra","Comunidad Foral de Navarra","7.002938295788440","6"
"Ingenio","Las Palmas","Canarias","7.228316706989689","6"
"Belmonte de Miranda","Asturias","Principado de Asturias","-15.366001209921398","6"
"Oiartzun","Gipuzkoa","País Vasco-Euskadi","3.620862587763290","6"
"Valdepeñas","Ciudad Real","Castilla-La Mancha","-0.957498778700537","6"
"Hernani","Gipuzkoa","País Vasco-Euskadi","4.724248762818220","6"
"Maranchón","Guadalajara","Castilla-La Mancha","-18.702290076335899","6"
"Arteixo","A Coruña","Galicia","8.617169523932981","6"
"Olite/Erriberri","Navarra","Comunidad Foral de Navarra","3.422542460113230","6"
"Becerril de Campos","Palencia","Castilla y León","-10.743801652892600","6"
"Talayuela","Cáceres","Extremadura","-12.034349298500201","6"
"Fuenlabrada","Madrid","Comunidad de Madrid","-3.639259894620760","6"
"Aguilar de Campoo","Palencia","Castilla y León","-5.008465011286680","6"
"Monzón de Campos","Palencia","Castilla y León","-8.253968253968250","5"
"Llucmajor","Illes Balears","Illes Balears","12.825848216866099","5"
"Corvera de Asturias","Asturias","Principado de Asturias","-3.349223054540950","5"
"Cervera del Río Alhama","La Rioja","La Rioja","-9.880478087649399","5"
"Campo de Criptana","Ciudad Real","Castilla-La Mancha","-9.918676583026340","5"
"San Clemente","Cuenca","Castilla-La Mancha","-5.731775180856979","5"
"Villagatón","León","Castilla y León","6.785137318255249","5"
"Rueda de Jalón","Zaragoza","Aragón","-6.104651162790700","5"
"Camariñas","A Coruña","Galicia","-10.789747142362300","5"
"Silleda","Pontevedra","Galicia","-1.003792103502120","5"
"Castejón","Navarra","Comunidad Foral de Navarra","7.645631067961170","5"
"Almaraz","Cáceres","Extremadura","-0.962116656644618","5"
"Autol","La Rioja","La Rioja","10.693840164872899","5"
"Magallón","Zaragoza","Aragón","-6.170752324598480","5"
"Villalpando","Zamora","Castilla y León","-8.639587362991620","5"
"Arnedo","La Rioja","La Rioja","4.467046938354749","5"
"Alcolea de Tajo","Toledo","Castilla-La Mancha","-4.114285714285709","5"
"Caparroso","Navarra","Comunidad Foral de Navarra","-0.286327845382963","5"
"Gotarrendura","Ávila","Castilla y León","-1.764705882352940","5"
"Haro","La Rioja","La Rioja","1.967753120665740","5"
"Corrales del Vino","Zamora","Castilla y León","-13.027179006560401","5"
"Ólvega","Soria","Castilla y León","-0.839014158363922","5"
"Zaratán","Valladolid","Castilla y León","5.191574058716210","5"
"Trujillo","Cáceres","Extremadura","-9.970705168445281","5"
"Villarino de los Aires","Salamanca","Castilla y León","-14.647577092511000","5"
"Logrosán","Cáceres","Extremadura","-9.721566776781501","5"
"Muelas del Pan","Zamora","Castilla y León","-16.666666666666700","5"
"Almonte","Huelva","Andalucía","9.489716219734440","5"
"Santiago de Compostela","A Coruña","Galicia","3.013569937369520","5"
"Soria","Soria","Castilla y León","1.467759894726190","5"
"El Perelló","Tarragona","Cataluña-Catalunya","-7.606973058637089","5"
"Calahorra","La Rioja","La Rioja","3.272456821750271","5"
"Madridanos","Zamora","Castilla y León","-8.800000000000001","5"
"Arévalo","Ávila","Castilla y León","-4.862216778934480","5"
"Salas","Asturias","Principado de Asturias","-12.871646120377100","5"
"Garachico","Santa Cruz de Tenerife","Canarias","-4.507641710195399","5"
"Casas-Ibáñez","Albacete","Castilla-La Mancha","-2.800763844684910","5"
"Caldas de Reis","Pontevedra","Galicia","-2.779181404749870","5"
"Aller","Asturias","Principado de Asturias","-14.377974167233202","5"
"Mondoñedo","Lugo","Galicia","-13.831120020045098","5"
"Santa Margalida","Illes Balears","Illes Balears","12.671232876712301","5"
"Estella-Lizarra","Navarra","Comunidad Foral de Navarra","3.650967506389190","5"
"Elgoibar","Gipuzkoa","País Vasco-Euskadi","0.104456824512535","5"
"Oviedo","Asturias","Principado de Asturias","-2.762272920251160","5"
"Ripoll","Girona","Cataluña-Catalunya","-0.186029206585434","5"
"Almazán","Soria","Castilla y León","-5.536211699164350","5"
"Santomera","Murcia","Región de Murcia","2.427490542244640","5"
"San Martín de Boniches","Cuenca","Castilla-La Mancha","-2.173913043478260","5"
"Lucillo","León","Castilla y León","-11.519607843137301","5"
"Gibraleón","Huelva","Andalucía","3.735770402437070","5"
"Villacañas","Toledo","Castilla-La Mancha","-5.729011795024280","5"
"Molina de Segura","Murcia","Región de Murcia","10.612868047982602","5"
"Amorebieta-Etxano","Bizkaia","País Vasco-Euskadi","5.333979223854890","5"
"Valdés","Asturias","Principado de Asturias","-13.272655322516799","5"
"Aranda de Duero","Burgos","Castilla y León","1.696658097686370","5"
"Hornillos de Cerrato","Palencia","Castilla y León","43.697478991596597","5"
"Chantada","Lugo","Galicia","-6.395416812814220","5"
"Viveiro","Lugo","Galicia","-4.462716545317600","5"
"Sant Adrià de Besòs","Barcelona","Cataluña-Catalunya","7.175154015712430","5"
"Lleida","Lleida","Cataluña-Catalunya","2.815140541472670","5"
"Errenteria","Gipuzkoa","País Vasco-Euskadi","0.002549069589600","5"
"Tafalla","Navarra","Comunidad Foral de Navarra","-2.443917563377710","5"
"Barruelo de Santullán","Palencia","Castilla y León","-11.060948081264099","5"
"Unzué/Untzue","Navarra","Comunidad Foral de Navarra","24.409448818897602","5"
"Herrera de Valdecañas","Palencia","Castilla y León","4.137931034482760","5"
"Leoz/Leotz","Navarra","Comunidad Foral de Navarra","-16.600790513833999","5"
"Santa Comba","A Coruña","Galicia","-3.878999897108760","5"
"Épila","Zaragoza","Aragón","-2.155453951665580","5"
"Ourol","Lugo","Galicia","-10.091743119266098","5"
"Villanueva del Aceral","Ávila","Castilla y León","-31.205673758865199","5"
"Borja","Zaragoza","Aragón","2.940580004055970","5"
"El Pobo de Dueñas","Guadalajara","Castilla-La Mancha","-27.007299270073002","4"
"Cañizares","Cuenca","Castilla-La Mancha","-15.000000000000000","4"
"Ulldecona","Tarragona","Cataluña-Catalunya","-7.053881807647740","4"
"Lepe","Huelva","Andalucía","6.501811192429961","4"
"Saelices","Cuenca","Castilla-La Mancha","-16.636851520572502","4"
"Láncara","Lugo","Galicia","-10.648978128361399","4"
"Alcalá de Henares","Madrid","Comunidad de Madrid","-0.788970353841250","4"
"Boal","Asturias","Principado de Asturias","-17.378583967232299","4"
"Cerdedo-Cotobade","Pontevedra","Galicia","0.000000000000000","4"
"San Sadurniño","A Coruña","Galicia","-8.877111626366350","4"
"Fuentelsaz","Guadalajara","Castilla-La Mancha","-12.621359223301001","4"
"Carballedo","Lugo","Galicia","-13.369429404414801","4"
"El Burgo de Ebro","Zaragoza","Aragón","11.717765644687100","4"
"Valverde","Santa Cruz de Tenerife","Canarias","3.860848582344660","4"
"Calvià","Illes Balears","Illes Balears","5.557651450469590","4"
"Langreo","Asturias","Principado de Asturias","-10.435582388038600","4"
"Ojós","Murcia","Región de Murcia","4.054054054054061","4"
"Xermade","Lugo","Galicia","-14.833005893909601","4"
"Geria","Valladolid","Castilla y León","-5.263157894736840","4"
"Las Tres Villas","Almería","Andalucía","-0.343053173241852","4"
"Águilas","Murcia","Región de Murcia","6.439131439131439","4"
"Vivel del Río Martín","Teruel","Aragón","-14.102564102564099","4"
"Tarancón","Cuenca","Castilla-La Mancha","4.184824403998970","4"
"Almadén","Ciudad Real","Castilla-La Mancha","-15.236307797304200","4"
"Villanueva de la Jara","Cuenca","Castilla-La Mancha","0.835899692036956","4"
"Almonacid de Zorita","Guadalajara","Castilla-La Mancha","-13.783783783783800","4"
"Bárcena de Cicero","Cantabria","Cantabria","14.044117647058799","4"
"Zeanuri","Bizkaia","País Vasco-Euskadi","-1.733648542159180","4"
"Plasencia de Jalón","Zaragoza","Aragón","-4.594594594594600","4"
"Almagro","Ciudad Real","Castilla-La Mancha","-0.654319618498392","4"
"Sahagún","León","Castilla y León","-11.749910168882499","4"
"Lesaka","Navarra","Comunidad Foral de Navarra","-0.401167031363968","4"
"Calera y Chozas","Toledo","Castilla-La Mancha","0.295358649789030","4"
"Cimanes del Tejar","León","Castilla y León","-4.381443298969070","4"
"Navia","Asturias","Principado de Asturias","-7.250341997264020","4"
"Pradejón","La Rioja","La Rioja","-5.776351518143669","4"
"Coaña","Asturias","Principado de Asturias","-3.841676367869620","4"
"Narón","A Coruña","Galicia","-1.321574771314500","4"
"Villalcampo","Zamora","Castilla y León","-18.125000000000000","4"
"Reus","Tarragona","Cataluña-Catalunya","3.350736457003490","4"
"Las Navas del Marqués","Ávila","Castilla y León","-2.862318840579710","4"
"Matapozuelos","Valladolid","Castilla y León","0.099304865938431","4"
"Navalperal de Pinares","Ávila","Castilla y León","-12.195121951219500","4"
"Murillo el Cuende","Navarra","Comunidad Foral de Navarra","4.900459418070451","4"
"Buñuel","Navarra","Comunidad Foral de Navarra","1.316366827555950","4"
"Manresa","Barcelona","Cataluña-Catalunya","4.754505491586650","4"
"Arcos de Jalón","Soria","Castilla y León","-10.661980082015200","4"
"Palas de Rei","Lugo","Galicia","-7.081366287142460","4"
"La Villa de Don Fadrique","Toledo","Castilla-La Mancha","-9.919232710752139","4"
"Mahora","Albacete","Castilla-La Mancha","4.265734265734269","4"
"Mozárbez","Salamanca","Castilla y León","2.390438247011950","4"
"La Robla","León","Castilla y León","-17.095965352176901","4"
"Morón de Almazán","Soria","Castilla y León","-10.407239819004499","4"
"Peralta/Azkoien","Navarra","Comunidad Foral de Navarra","1.528273051451860","4"
"Bescanó","Girona","Cataluña-Catalunya","6.237176856791140","4"
"Soba","Cantabria","Cantabria","-13.437500000000000","4"
"Oñati","Gipuzkoa","País Vasco-Euskadi","2.526147846126571","4"
"Caseres","Tarragona","Cataluña-Catalunya","-9.737827715355809","4"
"La Torre de Cabdella","Lleida","Cataluña-Catalunya","4.336399474375820","4"
"Tébar","Cuenca","Castilla-La Mancha","-4.472843450479230","4"
"A Cañiza","Pontevedra","Galicia","-4.717334331710970","4"
"Alcubilla de las Peñas","Soria","Castilla y León","-7.936507936507939","4"
"Lalín","Pontevedra","Galicia","0.615140390911797","4"
"Lebrija","Sevilla","Andalucía","1.248858864341790","4"
"María de Huerva","Zaragoza","Aragón","18.212353050942298","4"
"Sestrica","Zaragoza","Aragón","-17.433414043583500","4"
"Argamasilla de Calatrava","Ciudad Real","Castilla-La Mancha","-3.268300817075200","4"
"Arguedas","Navarra","Comunidad Foral de Navarra","0.000000000000000","4"
"Sos del Rey Católico","Zaragoza","Aragón","-7.313195548489670","4"
"Vilariño de Conso","Ourense","Galicia","-17.693522906793003","4"
"Cerceda","A Coruña","Galicia","-1.900698215671060","4"
"Calzada de Calatrava","Ciudad Real","Castilla-La Mancha","-9.049338146811069","4"
"Villadangos del Páramo","León","Castilla y León","11.090909090909101","4"
"Añorbe","Navarra","Comunidad Foral de Navarra","12.746858168761202","4"
"A Coruña","A Coruña","Galicia","1.048159797393900","4"
"Berastegi","Gipuzkoa","País Vasco-Euskadi","2.556818181818180","4"
"Valdeobispo","Cáceres","Extremadura","-9.787234042553189","4"
"Ataquines","Valladolid","Castilla y León","-3.484320557491290","4"
"Alcazarén","Valladolid","Castilla y León","-4.444444444444439","4"
"Turrillas","Almería","Andalucía","21.397379912663801","4"
"Peñafiel","Valladolid","Castilla y León","-4.716285924834190","4"
"Amposta","Tarragona","Cataluña-Catalunya","5.062037080718970","4"
"Sigüenza","Guadalajara","Castilla-La Mancha","-0.084889643463497","4"
"Galisteo","Cáceres","Extremadura","-14.711729622266400","4"
"Blanca","Murcia","Región de Murcia","4.307549791570170","4"
"Romangordo","Cáceres","Extremadura","-3.149606299212600","4"
"Vilanova i la Geltrú","Barcelona","Cataluña-Catalunya","4.417585417266951","4"
"Fuente Álamo de Murcia","Murcia","Región de Murcia","10.558207858979099","4"
"Villacastín","Segovia","Castilla y León","-0.778210116731518","4"
"Sant Pere Sallavinera","Barcelona","Cataluña-Catalunya","0.000000000000000","4"
"La Pola de Gordón","León","Castilla y León","-21.160689843963898","4"
"Horcajo de las Torres","Ávila","Castilla y León","-20.490367775831903","4"
"Molacillos","Zamora","Castilla y León","-11.439114391143901","4"
"Vegas del Condado","León","Castilla y León","-1.531914893617020","4"
"Herencia","Ciudad Real","Castilla-La Mancha","-5.222109189555781","4"
"Cartaya","Huelva","Andalucía","10.225375626043402","4"
"Forcarei","Pontevedra","Galicia","-13.798701298701301","4"
"Abanto y Ciérvana-Abanto Zierbena","Bizkaia","País Vasco-Euskadi","-2.952105697770441","4"
"Carrizo","León","Castilla y León","-9.247842170160300","4"
"Iniesta","Cuenca","Castilla-La Mancha","0.112410071942446","4"
"Sástago","Zaragoza","Aragón","-10.892710892710900","4"
"Negreira","A Coruña","Galicia","-1.540876016550150","4"
"Olmedo","Valladolid","Castilla y León","-5.214152700186220","4"
"Grandas de Salime","Asturias","Principado de Asturias","-18.875927889713701","4"
"Astudillo","Palencia","Castilla y León","0.484966052376334","4"
"Parla","Madrid","Comunidad de Madrid","6.128962760227569","4"
"Mallén","Zaragoza","Aragón","-13.533392174168901","4"
"El Pedernoso","Cuenca","Castilla-La Mancha","-7.337180544105520","4"
"Manacor","Illes Balears","Illes Balears","15.227001788197901","4"
"Masegoso","Albacete","Castilla-La Mancha","14.876033057851201","4"
"Cenicientos","Madrid","Comunidad de Madrid","1.157742402315480","4"
"Cehegín","Murcia","Región de Murcia","-9.213412723284241","4"
"Muros","A Coruña","Galicia","-9.498738620160140","4"
"Cendea de Olza/Oltza Zendea","Navarra","Comunidad Foral de Navarra","1.661129568106310","4"
"La Palma del Condado","Huelva","Andalucía","1.017140704464120","4"
"Marcilla","Navarra","Comunidad Foral de Navarra","1.842012043924900","4"
"Ocaña","Toledo","Castilla-La Mancha","25.015775714414502","4"
"Luna","Zaragoza","Aragón","-12.371134020618600","4"
"Los Corrales de Buelna","Cantabria","Cantabria","-3.962600178094390","4"
"Terrassa","Barcelona","Cataluña-Catalunya","4.528645072082480","4"
"Morés","Zaragoza","Aragón","-19.788918205804702","4"
"Nogueira de Ramuín","Ourense","Galicia","-5.141037306642399","4"
"Moral de Calatrava","Ciudad Real","Castilla-La Mancha","-5.807522123893810","4"
"Barakaldo","Bizkaia","País Vasco-Euskadi","1.148081534772180","3"
"Cistierna","León","Castilla y León","-15.419891086271100","3"
"Torre-Pacheco","Murcia","Región de Murcia","14.307048109865001","3"
"Quintana del Castillo","León","Castilla y León","-5.729166666666670","3"
"Milagro","Navarra","Comunidad Foral de Navarra","5.436720142602501","3"
"Noia","A Coruña","Galicia","-3.129503808935560","3"
"Molledo","Cantabria","Cantabria","-8.436724565756821","3"
"Móra la Nova","Tarragona","Cataluña-Catalunya","1.692789968652040","3"
"L'Hospitalet de Llobregat","Barcelona","Cataluña-Catalunya","8.258585189217330","3"
"Cisla","Ávila","Castilla y León","-18.852459016393404","3"
"Monfero","A Coruña","Galicia","-12.015318334131200","3"
"Autillo de Campos","Palencia","Castilla y León","-15.686274509803900","3"
"Pozo-Lorente","Albacete","Castilla-La Mancha","-6.666666666666670","3"
"Villar del Buey","Zamora","Castilla y León","-21.870286576168901","3"
"Lemoiz","Bizkaia","País Vasco-Euskadi","11.505922165820602","3"
"Arbeca","Lleida","Cataluña-Catalunya","-11.720385098367499","3"
"Alcobendas","Madrid","Comunidad de Madrid","6.442756801083891","3"
"Belvís de Monroy","Cáceres","Extremadura","13.009404388714700","3"
"Guadalajara","Guadalajara","Castilla-La Mancha","6.318681318681319","3"
"Villaviciosa","Asturias","Principado de Asturias","1.214574898785430","3"
"Vara de Rey","Cuenca","Castilla-La Mancha","-17.850953206239197","3"
"A Fonsagrada","Lugo","Galicia","-19.545454545454504","3"
"Rueda","Valladolid","Castilla y León","-16.066066066066099","3"
"Almuradiel","Ciudad Real","Castilla-La Mancha","-13.154831199068699","3"
"Aoiz/Agoitz","Navarra","Comunidad Foral de Navarra","12.970711297071100","3"
"Cañamero","Cáceres","Extremadura","-6.755196304849890","3"
"Flix","Tarragona","Cataluña-Catalunya","-11.910408432147600","3"
"Chillarón de Cuenca","Cuenca","Castilla-La Mancha","32.931034482758591","3"
"Alfaro","La Rioja","La Rioja","1.393476465730800","3"
"Salamanca","Salamanca","Castilla y León","-2.761378527715111","3"
"Peñaflor de Hornija","Valladolid","Castilla y León","4.334365325077400","3"
"Oroz-Betelu/Orotz-Betelu","Navarra","Comunidad Foral de Navarra","-7.051282051282049","3"
"Guitiriz","Lugo","Galicia","-6.649892163910860","3"
"Folgoso de la Ribera","León","Castilla y León","-14.974619289340101","3"
"Tàrrega","Lleida","Cataluña-Catalunya","10.134442635799099","3"
"La Vall de Boí","Lleida","Cataluña-Catalunya","9.879032258064520","3"
"Friol","Lugo","Galicia","-9.690309690309691","3"
"Hospital de Órbigo","León","Castilla y León","-2.138492871690430","3"
"Nájera","La Rioja","La Rioja","-2.527818093855830","3"
"Salas de los Infantes","Burgos","Castilla y León","-7.943925233644860","3"
"Luzón","Guadalajara","Castilla-La Mancha","-14.666666666666700","3"
"Casas de Ves","Albacete","Castilla-La Mancha","-19.303338171262698","3"
"Bárcena de Pie de Concha","Cantabria","Cantabria","-8.299319727891159","3"
"Maó","Illes Balears","Illes Balears","5.066760365425160","3"
"O Vicedo","Lugo","Galicia","-14.293304994686499","3"
"Markina-Xemein","Bizkaia","País Vasco-Euskadi","1.103974307507020","3"
"Galar","Navarra","Comunidad Foral de Navarra","17.239661185849499","3"
"Cárcar","Navarra","Comunidad Foral de Navarra","6.382978723404261","3"
"Carcelén","Albacete","Castilla-La Mancha","-16.055846422338600","3"
"Casas de los Pinos","Cuenca","Castilla-La Mancha","-19.731800766283499","3"
